id,instrument,code,name,position,row,column,general,space,visibility,light
1701,Violon 2,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,K16,16,K,1,2,3,3
1702,Violon 2,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,O20,20,O,2,3,3,3
1703,Violon 2,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,O17,17,O,5,4,4,4
1704,Violon 2,Rav1,La Valse (RAVEL) - Configuration 1,O17,17,O,4,4,4,4
1705,Violon 2,Rav2,La Valse (RAVEL) - Configuration 2,K16,16,K,3,3,4,3
1706,Violon 2,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,O20,20,O,2,3,2,3
1707,Violon 2,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,O17,17,O,4,3,3,3
1708,Violon 2,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,O20,20,O,3,3,3,3
1719,Violon 2,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,K17,17,K,3,3,3,3
1720,Violon 2,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,O21,21,O,2,3,3,3
1721,Violon 2,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,P18,18,P,3,1,5,3
1722,Violon 2,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,P18,18,P,3,1,3,3
1723,Violon 2,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,O22,22,O,3,3,1,3
1724,Violon 2,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,N18,18,N,3,3,3,3
1725,Violon 2,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,O21,21,O,3,3,3,3
1726,Violon 2,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,P20,20,P,3,3,2,3
1727,Violon 2,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,K16,16,K,3,3,3,3
1728,Violon 2,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,P19,19,P,3,3,1,3
1729,Violon 2,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,K17,17,K,3,3,3,3
1730,Violon 2,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,K17,17,K,3,3,3,3
1731,Violon 2,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,O18,18,O,3,5,5,3
1732,Violon 2,Moz1,Symphonie n°41 (MOZART) - Configuration 1,J18,18,J,3,3,4,3
1733,Violon 2,Moz2,Symphonie n°41 (MOZART) - Configuration 2,K17,17,K,3,3,3,3
1734,Violon 2,Moz3,Symphonie n°41 (MOZART) - Configuration 3,P21,21,P,2,3,2,3
1735,Violon 2,Moz4,Symphonie n°41 (MOZART) - Configuration 4,O21,21,O,3,3,3,3
1740,Violon 2,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,N21,21,N,3,3,3,3
1741,Violon 2,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,N16,16,N,2,2,3,3
1742,Violon 2,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,P21,21,P,3,3,3,3
1743,Violon 2,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,P21,21,P,3,3,3,3
1744,Violon 2,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,J16,16,J,2,3,3,3
1745,Violon 2,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,O21,21,O,3,3,3,3
1746,Violon 2,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,P21,21,P,3,3,3,3
1747,Violon 2,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,O21,21,O,3,3,3,3
1748,Violon 2,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,J16,16,J,3,3,3,3
1749,Violon 2,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,J16,16,J,3,3,3,3
1750,Violon 2,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,P21,21,P,3,3,3,3
1751,Violon 2,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,P21,21,P,3,3,3,3
1752,Violon 2,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,I16,16,I,3,3,3,3
1753,Violon 2,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,P21,21,P,4,3,3,3
1754,Violon 2,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,N19,19,N,4,3,3,3
1755,Violon 2,Rav1,La Valse (RAVEL) - Configuration 1,N19,19,N,4,3,3,3
1756,Violon 2,Rav2,La Valse (RAVEL) - Configuration 2,J16,16,J,3,3,3,3
1758,Violon 2,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,N19,19,N,4,3,3,3
1759,Violon 2,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,N19,19,N,3,3,3,3
1760,Violon 2,Moz1,Symphonie n°41 (MOZART) - Configuration 1,K19,19,K,3,3,3,3
1761,Violon 2,Moz2,Symphonie n°41 (MOZART) - Configuration 2,K19,19,K,3,3,3,3
1762,Violon 2,Moz3,Symphonie n°41 (MOZART) - Configuration 3,N20,20,N,3,4,4,3
1763,Violon 2,Moz4,Symphonie n°41 (MOZART) - Configuration 4,N20,20,N,4,4,3,3
1765,Violon 2,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,N20,20,N,2,3,3,3
1766,Violon 2,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,N20,20,N,3,3,3,3
1767,Violon 2,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,N20,20,N,3,3,3,3
1768,Violon 2,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,N20,20,N,2,3,3,3
1769,Violon 2,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,L13,13,L,3,3,3,3
1770,Violon 2,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,N20,20,N,4,3,3,3
1771,Violon 2,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,N20,20,N,4,3,3,3
1772,Violon 2,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,K19,19,K,2,3,3,3
1773,Violon 2,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,N20,20,N,3,3,3,3
1774,Violon 2,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,N20,20,N,3,3,3,3
1775,Violon 2,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,N20,20,N,3,3,3,3
1776,Violon 2,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,K19,19,K,3,3,3,3
1777,Violon 2,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,K19,19,K,3,3,3,3
1778,Violon 2,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,N20,20,N,3,3,3,3
1779,Violon 2,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,N20,20,N,3,3,3,3
1780,Violon 2,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,K19,19,K,2,2,3,3
1781,Violon 2,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,N20,20,N,2,3,3,3
1782,Violon 2,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,M19,19,M,5,2,3,3
1783,Violon 2,Rav1,La Valse (RAVEL) - Configuration 1,M19,19,M,5,5,3,3
1784,Violon 2,Rav2,La Valse (RAVEL) - Configuration 2,K18,18,K,3,3,3,3
1785,Violon 2,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,N20,20,N,2,3,3,3
1786,Violon 2,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,N20,20,N,1,3,3,3
1787,Violon 2,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,N20,20,N,3,3,3,3
1788,Violon 2,Moz1,Symphonie n°41 (MOZART) - Configuration 1,K19,19,K,3,3,3,3
1789,Violon 2,Moz2,Symphonie n°41 (MOZART) - Configuration 2,K19,19,K,3,3,3,3
1790,Violon 2,Moz3,Symphonie n°41 (MOZART) - Configuration 3,N21,21,N,4,4,2,3
1791,Violon 2,Moz4,Symphonie n°41 (MOZART) - Configuration 4,N21,21,N,4,4,2,3
1792,Violon 2,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,K19,19,K,3,3,3,3
1793,Violon 2,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,N21,21,N,2,4,2,3
1794,Violon 2,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,N21,21,N,3,4,2,3
1795,Violon 2,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,N21,21,N,3,4,2,3
1796,Violon 2,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,N21,21,N,3,4,2,3
1797,Violon 2,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,M19,19,M,3,3,3,3
1798,Violon 2,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,N21,21,N,3,4,2,3
1799,Violon 2,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,N21,21,N,3,4,3,3
1800,Violon 2,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,K19,19,K,3,3,4,3
1801,Violon 2,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,N21,21,N,3,4,2,3
1802,Violon 2,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,N21,21,N,3,4,2,3
1803,Violon 2,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,N21,21,N,3,4,2,3
1804,Violon 2,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,K19,19,K,3,3,3,3
1805,Violon 2,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,K19,19,K,3,3,3,3
1806,Violon 2,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,N21,21,N,3,4,3,3
1807,Violon 2,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,N21,21,N,3,4,2,3
1808,Violon 2,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,K19,19,K,3,3,3,3
1809,Violon 2,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,N21,21,N,3,4,2,3
1810,Violon 2,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,M19,19,M,4,2,2,3
1811,Violon 2,Rav1,La Valse (RAVEL) - Configuration 1,M19,19,M,4,3,2,3
1812,Violon 2,Rav2,La Valse (RAVEL) - Configuration 2,K19,19,K,3,3,3,3
1813,Violon 2,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,N21,21,N,2,4,2,3
1814,Violon 2,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,M19,19,M,3,3,2,3
1815,Violon 2,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,M19,19,M,3,3,2,3
1816,Violon 1,Moz1,Symphonie n°41 (MOZART) - Configuration 1,H18,18,H,5,5,3,3
1817,Violon 1,Moz2,Symphonie n°41 (MOZART) - Configuration 2,I19,19,I,5,5,3,3
1818,Violon 1,Moz3,Symphonie n°41 (MOZART) - Configuration 3,I19,19,I,2,5,3,3
1819,Violon 1,Moz4,Symphonie n°41 (MOZART) - Configuration 4,I19,19,I,2,5,3,3
1820,Violon 1,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,I20,20,I,3,2,3,5
1821,Violon 1,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,H19,19,H,2,2,3,3
1822,Violon 1,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,H19,19,H,4,2,3,3
1823,Violon 1,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,H20,20,H,2,2,3,3
1828,Violon 1,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,G19,19,G,3,3,2,3
1829,Violon 1,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,G19,19,G,1,2,2,3
1830,Violon 1,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,G19,19,G,3,3,3,3
1831,Violon 1,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,G19,19,G,3,3,2,3
1832,Violon 1,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,G19,19,G,3,3,3,3
1833,Violon 1,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,G19,19,G,2,3,3,3
1834,Violon 1,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,G19,19,G,3,3,3,3
1835,Violon 1,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,G19,19,G,2,3,3,3
1836,Violon 1,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,G19,19,G,3,3,3,3
1837,Violon 1,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,G19,19,G,3,3,3,3
1838,Violon 1,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,G15,15,G,3,3,3,3
1839,Violon 1,Rav1,La Valse (RAVEL) - Configuration 1,F16,16,F,2,3,3,3
1840,Violon 1,Rav2,La Valse (RAVEL) - Configuration 2,G19,19,G,1,2,1,3
1841,Violon 1,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,H18,18,H,2,3,3,3
1842,Violon 1,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,H16,16,H,1,3,3,3
1844,Violon 1,Moz1,Symphonie n°41 (MOZART) - Configuration 1,H20,20,H,3,5,5,5
1845,Violon 1,Moz2,Symphonie n°41 (MOZART) - Configuration 2,H20,20,H,3,5,5,5
1846,Violon 1,Moz3,Symphonie n°41 (MOZART) - Configuration 3,H20,20,H,4,5,5,5
1847,Violon 1,Moz4,Symphonie n°41 (MOZART) - Configuration 4,H20,20,H,2,5,5,5
1848,Violon 1,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,H20,20,H,3,5,5,5
1849,Violon 1,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,H20,20,H,2,5,5,5
1850,Violon 1,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,H20,20,H,4,5,5,5
1851,Violon 1,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,H20,20,H,2,5,5,5
1852,Violon 1,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,I21,21,I,3,2,5,5
1853,Violon 1,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,I21,21,I,4,5,3,5
1854,Violon 1,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,I21,21,I,2,5,5,5
1855,Violon 1,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,I21,21,I,5,5,3,5
1856,Violon 1,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,H19,19,H,3,5,4,5
1857,Violon 1,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,H19,19,H,4,5,3,5
1858,Violon 1,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,H19,19,H,5,5,3,5
1859,Violon 1,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,H19,19,H,3,5,3,5
1860,Violon 1,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,H19,19,H,5,5,2,5
1861,Violon 1,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,H19,19,H,3,5,2,5
1862,Violon 1,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,H19,19,H,3,5,2,5
1863,Violon 1,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,H19,19,H,5,5,4,5
1864,Violon 1,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,I20,20,I,2,2,3,5
1866,Violon 1,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,H18,18,H,3,5,5,5
1867,Violon 1,Rav1,La Valse (RAVEL) - Configuration 1,G17,17,G,3,5,5,5
1868,Violon 1,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,G17,17,G,2,5,5,5
1869,Violon 1,Moz1,Symphonie n°41 (MOZART) - Configuration 1,G17,17,G,3,2,3,3
1870,Violon 1,Moz2,Symphonie n°41 (MOZART) - Configuration 2,G17,17,G,3,3,3,3
1871,Violon 1,Moz3,Symphonie n°41 (MOZART) - Configuration 3,H18,18,H,4,3,3,3
1872,Violon 1,Moz4,Symphonie n°41 (MOZART) - Configuration 4,H18,18,H,4,2,5,3
1877,Violon 1,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,I20,20,I,2,3,3,3
1878,Violon 1,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,I20,20,I,3,3,3,3
1879,Violon 1,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,I20,20,I,3,4,4,4
1880,Violon 1,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,I20,20,I,4,4,4,4
1881,Violon 1,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,I20,20,I,2,4,4,4
1882,Violon 1,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,I20,20,I,2,4,4,4
1883,Violon 1,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,I20,20,I,4,4,4,4
1884,Violon 1,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,I20,20,I,3,3,3,3
1885,Violon 1,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,I20,20,I,3,3,3,3
1886,Violon 1,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,I20,20,I,3,3,3,3
1887,Violon 1,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,I20,20,I,3,4,4,3
1888,Violon 1,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,I20,20,I,4,4,4,4
1889,Violon 1,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,I20,20,I,2,2,2,3
1890,Violon 1,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,I20,20,I,3,3,3,3
1891,Violon 1,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,G17,17,G,3,1,3,3
1892,Violon 1,Rav1,La Valse (RAVEL) - Configuration 1,G17,17,G,3,3,3,3
1893,Violon 1,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,I22,22,I,2,3,3,3
1894,Violon 1,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,I20,20,I,1,3,3,3
1895,Violon 1,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,I22,22,I,2,2,3,3
1896,Violon 1,Moz1,Symphonie n°41 (MOZART) - Configuration 1,I18,18,I,3,5,3,3
1897,Violon 1,Moz2,Symphonie n°41 (MOZART) - Configuration 2,J19,19,J,3,5,3,3
1898,Violon 1,Moz3,Symphonie n°41 (MOZART) - Configuration 3,J20,20,J,3,5,3,3
1899,Violon 1,Moz4,Symphonie n°41 (MOZART) - Configuration 4,J20,20,J,3,5,3,3
1904,Violon 1,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,G21,21,G,3,5,3,3
1905,Violon 1,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,K19,19,K,3,2,5,3
1906,Violon 1,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,K19,19,K,3,2,5,3
1907,Violon 1,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,K19,19,K,3,2,3,3
1908,Violon 1,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,G21,21,G,3,5,3,1
1909,Violon 1,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,G21,21,G,3,5,3,1
1910,Violon 1,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,K23,23,K,3,5,5,3
1911,Violon 1,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,K23,23,K,3,5,5,3
1912,Violon 1,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,G21,21,G,3,5,3,2
1913,Violon 1,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,G21,21,G,3,5,3,2
1914,Violon 1,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,G21,21,G,3,5,3,2
1915,Violon 1,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,G21,21,G,3,5,3,2
1916,Violon 1,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,G21,21,G,1,5,3,2
1917,Violon 1,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,G21,21,G,5,5,3,2
1918,Violon 1,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,F17,17,F,5,5,5,4
1919,Violon 1,Rav1,La Valse (RAVEL) - Configuration 1,F17,17,F,3,5,3,2
1920,Violon 1,Rav2,La Valse (RAVEL) - Configuration 2,G21,21,G,3,5,3,2
1921,Violon 1,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,G21,21,G,3,5,3,3
1922,Violon 1,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,G21,21,G,3,5,3,2
1923,Violon 1,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,G21,21,G,2,3,3,2
1924,Violon 1,Moz1,Symphonie n°41 (MOZART) - Configuration 1,H20,20,H,4,5,5,5
1925,Violon 1,Moz2,Symphonie n°41 (MOZART) - Configuration 2,H20,20,H,2,5,5,5
1926,Violon 1,Moz3,Symphonie n°41 (MOZART) - Configuration 3,H20,20,H,4,5,5,5
1927,Violon 1,Moz4,Symphonie n°41 (MOZART) - Configuration 4,H20,20,H,5,5,5,5
1928,Violon 1,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,H21,21,H,3,5,3,4
1929,Violon 1,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,H20,20,H,3,3,3,3
1930,Violon 1,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,H20,20,H,3,3,3,3
1935,Violon 1,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,H20,20,H,3,2,3,3
1936,Violon 1,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,H20,20,H,5,3,3,3
1937,Violon 1,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,H18,18,H,3,1,3,3
1938,Violon 1,Rav1,La Valse (RAVEL) - Configuration 1,H18,18,H,3,3,3,3
1939,Violon 1,Rav2,La Valse (RAVEL) - Configuration 2,H20,20,H,3,3,3,3
1940,Violon 1,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,H20,20,H,2,3,3,3
1941,Violon 1,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,H18,18,H,4,3,3,3
1942,Violon 1,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,H20,20,H,3,3,3,3
1943,Violon 2,Moz1,Symphonie n°41 (MOZART) - Configuration 1,K15,15,K,3,2,4,2
1944,Violon 2,Moz2,Symphonie n°41 (MOZART) - Configuration 2,K15,15,K,3,2,3,2
1945,Violon 2,Moz3,Symphonie n°41 (MOZART) - Configuration 3,I19,19,I,3,5,3,2
1946,Violon 2,Moz4,Symphonie n°41 (MOZART) - Configuration 4,I19,19,I,3,5,3,2
1951,Violon 2,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,O19,19,O,3,4,3,2
1952,Violon 2,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,M15,15,M,3,2,3,3
1953,Violon 2,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,O19,19,O,1,1,3,2
1954,Violon 2,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,O19,19,O,3,3,3,3
1955,Violon 2,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,K15,15,K,3,3,3,3
1956,Violon 2,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,Q20,20,Q,1,3,2,1
1957,Violon 2,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,Q20,20,Q,3,3,3,3
1958,Violon 2,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,Q20,20,Q,2,3,3,2
1959,Violon 2,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,K15,15,K,3,3,3,3
1960,Violon 2,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,K15,15,K,3,3,3,2
1961,Violon 2,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,O19,19,O,3,2,3,2
1962,Violon 2,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,O19,19,O,3,3,3,3
1963,Violon 2,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,Q19,19,Q,3,3,3,3
1964,Violon 2,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,Q19,19,Q,3,5,2,2
1965,Violon 2,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,Q17,17,Q,3,2,4,2
1966,Violon 2,Rav1,La Valse (RAVEL) - Configuration 1,Q18,18,Q,3,2,4,2
1967,Violon 2,Rav2,La Valse (RAVEL) - Configuration 2,K16,16,K,3,3,3,2
1968,Violon 2,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,P19,19,P,3,3,3,3
1969,Violon 2,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,Q17,17,Q,3,3,3,3
1970,Violon 2,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,Q19,19,Q,2,3,3,3
1971,Violon 1,Moz1,Symphonie n°41 (MOZART) - Configuration 1,H21,21,H,3,4,4,3
1972,Violon 1,Moz2,Symphonie n°41 (MOZART) - Configuration 2,H21,21,H,4,4,3,3
1973,Violon 1,Moz3,Symphonie n°41 (MOZART) - Configuration 3,H21,21,H,3,4,4,3
1974,Violon 1,Moz4,Symphonie n°41 (MOZART) - Configuration 4,H20,20,H,4,4,4,3
1979,Violon 1,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,H21,21,H,3,4,4,3
1980,Violon 1,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,H21,21,H,2,4,4,3
1981,Violon 1,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,H21,21,H,2,4,4,3
1982,Violon 1,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,H21,21,H,5,4,4,3
1983,Violon 1,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,H21,21,H,3,4,4,3
1984,Violon 1,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,H20,20,H,3,4,4,3
1985,Violon 1,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,H20,20,H,3,4,4,3
1986,Violon 1,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,H20,20,H,3,3,3,3
1987,Violon 1,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,H21,21,H,4,4,4,3
1988,Violon 1,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,H21,21,H,3,3,4,3
1989,Violon 1,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,H21,21,H,3,4,4,3
1990,Violon 1,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,H21,21,H,3,4,4,3
1991,Violon 1,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,H21,21,H,2,3,3,3
1992,Violon 1,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,H21,21,H,4,3,3,3
1993,Violon 1,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,H21,21,H,3,3,3,3
