id,instrument,code,name,position,row,column,general,space,visibility,light
610,Cor,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,J12,12,J,5,4,4,4
615,Cor,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,G1,1,G,4,4,4,4
616,Cor,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,H11,11,H,3,4,4,4
617,Cor,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,I13,13,I,4,5,4,5
618,Cor,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,J11,11,J,3,4,4,4
619,Cor,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,I10,10,I,4,5,5,5
620,Cor,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,J6,6,J,2,4,4,4
621,Cor,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,H11,11,H,3,4,4,4
622,Cor,Rav1,La Valse (RAVEL) - Configuration 1,F11,11,F,3,4,4,4
623,Cor,Rav2,La Valse (RAVEL) - Configuration 2,F17,17,F,1,3,3,3
624,Cor,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,I13,13,I,2,1,2,3
625,Cor,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,M9,9,M,2,4,4,4
626,Cor,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,Q16,16,Q,4,5,5,5
631,Cor,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,J13,13,J,1,3,3,3
632,Cor,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,N14,14,N,2,3,3,3
633,Cor,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,J15,15,J,5,3,3,3
634,Cor,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,H12,12,H,4,3,3,3
635,Cor,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,P14,14,P,2,3,3,3
636,Cor,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,L9,9,L,2,3,3,3
637,Cor,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,K11,11,K,4,3,3,3
638,Cor,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,K13,13,K,5,3,3,3
647,Cor,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,I12,12,I,5,3,3,3
648,Cor,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,L8,8,L,3,3,3,3
649,Cor,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,H11,11,H,4,3,3,3
650,Cor,Rav1,La Valse (RAVEL) - Configuration 1,I11,11,I,2,3,3,3
651,Cor,Rav2,La Valse (RAVEL) - Configuration 2,G13,13,G,1,5,3,3
652,Cor,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,I11,11,I,4,3,3,3
653,Cor,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,O10,10,O,1,3,3,3
654,Cor,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,Q15,15,Q,3,3,3,3
663,Basson,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,N9,9,N,3,4,4,4
664,Basson,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,N9,9,N,2,3,3,3
665,Basson,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,N9,9,N,3,3,3,3
666,Basson,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,N9,9,N,3,3,3,3
675,Basson,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,M11,11,M,2,3,3,3
676,Basson,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,M11,11,M,4,3,3,3
677,Basson,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,M11,11,M,3,3,3,3
678,Basson,Rav1,La Valse (RAVEL) - Configuration 1,N9,9,N,2,3,3,3
679,Basson,Rav2,La Valse (RAVEL) - Configuration 2,N11,11,N,2,3,3,3
680,Basson,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,N12,12,N,2,2,3,3
681,Basson,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,N12,12,N,3,3,3,3
682,Basson,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,N11,11,N,3,3,3,3
683,Basson,Moz1,Symphonie n°41 (MOZART) - Configuration 1,L11,11,L,3,3,3,3
684,Basson,Moz2,Symphonie n°41 (MOZART) - Configuration 2,M11,11,M,3,3,3,3
685,Basson,Moz3,Symphonie n°41 (MOZART) - Configuration 3,K13,13,K,3,3,3,3
686,Basson,Moz4,Symphonie n°41 (MOZART) - Configuration 4,L11,11,L,5,3,3,3
691,Basson,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,M11,11,M,3,3,3,3
692,Basson,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,M11,11,M,3,3,3,3
693,Basson,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,M13,13,M,3,3,3,3
694,Basson,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,M11,11,M,3,3,3,3
695,Basson,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,M11,11,M,4,3,3,3
696,Basson,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,M11,11,M,3,3,3,3
697,Basson,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,M11,11,M,2,3,3,3
698,Basson,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,M13,13,M,3,3,3,3
699,Basson,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,M11,11,M,4,2,3,3
700,Basson,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,M11,11,M,3,3,3,3
701,Basson,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,M11,11,M,3,3,3,3
702,Basson,Rav1,La Valse (RAVEL) - Configuration 1,M9,9,M,3,3,3,3
703,Basson,Rav2,La Valse (RAVEL) - Configuration 2,M11,11,M,3,3,3,3
704,Basson,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,M11,11,M,3,3,3,3
705,Basson,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,M11,11,M,3,3,3,3
706,Basson,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,M11,11,M,3,3,3,3
707,Basson,Moz1,Symphonie n°41 (MOZART) - Configuration 1,K11,11,K,2,5,5,3
708,Basson,Moz2,Symphonie n°41 (MOZART) - Configuration 2,L11,11,L,2,5,5,3
709,Basson,Moz3,Symphonie n°41 (MOZART) - Configuration 3,K11,11,K,3,5,5,3
710,Basson,Moz4,Symphonie n°41 (MOZART) - Configuration 4,L13,13,L,3,5,5,3
711,Basson,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,L11,11,L,2,5,5,3
712,Basson,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,L13,13,L,1,5,5,3
713,Basson,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,L13,13,L,2,5,5,3
714,Basson,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,L13,13,L,1,5,5,3
740,Basson,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,N12,12,N,1,5,5,3
741,Basson,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,N12,12,N,2,5,5,3
763,Basson,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,M11,11,M,3,3,3,3
764,Basson,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,M11,11,M,3,3,3,3
765,Basson,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,M11,11,M,4,3,3,3
766,Basson,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,M11,11,M,3,3,3,3
767,Basson,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,M11,11,M,3,3,3,3
768,Basson,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,M11,11,M,3,3,3,3
769,Basson,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,M13,13,M,3,3,3,3
770,Basson,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,M11,11,M,4,3,3,3
771,Basson,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,M11,11,M,3,3,3,3
772,Basson,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,M11,11,M,3,3,3,3
773,Basson,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,M11,11,M,3,3,3,3
774,Basson,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,M13,13,M,3,3,3,3
775,Basson,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,M11,11,M,4,3,3,3
776,Basson,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,M11,11,M,4,3,3,3
777,Basson,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,M11,11,M,4,3,3,3
778,Basson,Rav1,La Valse (RAVEL) - Configuration 1,M9,9,M,3,3,3,3
779,Basson,Rav2,La Valse (RAVEL) - Configuration 2,M11,11,M,3,3,3,3
780,Basson,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,M11,11,M,3,3,3,3
781,Basson,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,M11,11,M,3,3,3,3
789,Clarinette,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,K11,11,K,3,5,3,3
790,Clarinette,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,L10,10,L,3,2,3,3
791,Clarinette,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,L10,10,L,4,5,5,5
792,Clarinette,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,L10,10,L,3,5,5,5
793,Clarinette,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,L11,11,L,5,5,5,5
794,Clarinette,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,L12,12,L,5,5,5,5
795,Clarinette,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,L11,11,L,2,5,5,5
796,Clarinette,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,L11,11,L,1,5,5,5
797,Clarinette,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,L12,12,L,5,5,5,5
798,Clarinette,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,L11,11,L,5,5,5,5
799,Clarinette,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,L11,11,L,3,5,5,5
800,Clarinette,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,L11,11,L,4,5,5,5
801,Clarinette,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,L11,11,L,5,5,5,5
802,Clarinette,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,L12,12,L,4,5,5,5
803,Clarinette,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,L13,13,L,5,5,5,5
804,Clarinette,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,L14,14,L,4,5,5,5
805,Clarinette,Rav1,La Valse (RAVEL) - Configuration 1,K9,9,K,3,5,5,5
806,Clarinette,Rav2,La Valse (RAVEL) - Configuration 2,L11,11,L,3,5,5,5
807,Clarinette,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,K11,11,K,3,5,5,5
808,Clarinette,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,K11,11,K,3,5,5,5
809,Clarinette,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,K11,11,K,5,5,5,5
814,Clarinette,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,J11,11,J,3,3,3,3
815,Clarinette,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,J11,11,J,3,3,3,3
816,Clarinette,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,K11,11,K,3,3,3,3
817,Clarinette,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,K11,11,K,3,3,3,3
818,Clarinette,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,K11,11,K,2,3,3,3
819,Clarinette,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,K11,11,K,NA,3,3,3
820,Clarinette,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,K11,11,K,3,3,3,3
821,Clarinette,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,K11,11,K,3,3,3,3
822,Clarinette,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,K11,11,K,3,3,3,3
823,Clarinette,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,K13,13,K,3,3,3,3
824,Clarinette,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,K11,11,K,3,3,3,3
825,Clarinette,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,K11,11,K,NA,3,3,3
826,Clarinette,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,K11,11,K,3,3,3,3
827,Clarinette,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,K11,11,K,3,3,3,3
828,Clarinette,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,K11,11,K,3,3,3,3
829,Clarinette,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,K11,11,K,3,3,3,3
830,Clarinette,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,K11,11,K,3,3,3,3
831,Clarinette,Rav1,La Valse (RAVEL) - Configuration 1,K9,9,K,3,3,3,3
832,Clarinette,Rav2,La Valse (RAVEL) - Configuration 2,K11,11,K,3,3,3,3
833,Clarinette,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,K11,11,K,3,3,3,3
834,Clarinette,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,K11,11,K,4,3,3,3
835,Clarinette,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,K11,11,K,4,3,3,3
840,Hautbois,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,N13,13,N,2,3,3,3
841,Hautbois,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,N14,14,N,1,3,1,3
842,Hautbois,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,N14,14,N,3,3,3,3
843,Hautbois,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,N14,14,N,3,3,3,3
844,Hautbois,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,N13,13,N,3,3,3,3
845,Hautbois,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,N13,13,N,3,3,3,3
846,Hautbois,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,N13,13,N,3,3,3,3
847,Hautbois,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,N14,14,N,4,4,4,4
852,Hautbois,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,N13,13,N,3,3,3,3
853,Hautbois,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,N13,13,N,3,3,3,3
854,Hautbois,Moz1,Symphonie n°41 (MOZART) - Configuration 1,N13,13,N,3,5,5,5
855,Hautbois,Moz2,Symphonie n°41 (MOZART) - Configuration 2,N13,13,N,3,5,5,5
856,Hautbois,Moz3,Symphonie n°41 (MOZART) - Configuration 3,N13,13,N,3,5,5,5
857,Hautbois,Moz4,Symphonie n°41 (MOZART) - Configuration 4,N15,15,N,3,2,5,5
867,Hautbois,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,N13,13,N,3,3,3,3
868,Hautbois,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,N13,13,N,3,3,3,3
873,Hautbois,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,O14,14,O,3,3,3,3
874,Hautbois,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,O13,13,O,3,3,3,3
875,Hautbois,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,O13,13,O,1,2,3,3
876,Hautbois,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,O13,13,O,3,3,3,3
877,Hautbois,Moz1,Symphonie n°41 (MOZART) - Configuration 1,M13,13,M,3,4,4,4
878,Hautbois,Moz2,Symphonie n°41 (MOZART) - Configuration 2,M13,13,M,4,4,4,4
879,Hautbois,Moz3,Symphonie n°41 (MOZART) - Configuration 3,M13,13,M,2,4,4,4
880,Hautbois,Moz4,Symphonie n°41 (MOZART) - Configuration 4,M15,15,M,1,1,2,3
881,Hautbois,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,M13,13,M,4,4,4,4
882,Hautbois,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,M14,14,M,3,2,3,4
883,Hautbois,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,M14,14,M,3,2,3,4
884,Hautbois,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,M14,14,M,4,2,2,4
889,Hautbois,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,M13,13,M,3,4,4,4
890,Hautbois,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,M13,13,M,3,4,4,4
891,Hautbois,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,M15,15,M,4,2,1,4
892,Hautbois,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,M15,15,M,3,2,2,4
897,Hautbois,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,M13,13,M,4,4,4,4
898,Hautbois,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,M13,13,M,4,4,4,4
899,Hautbois,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,M13,13,M,5,4,4,4
902,Hautbois,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,M13,13,M,2,4,4,4
903,Hautbois,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,M13,13,M,2,4,4,4
904,Hautbois,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,M13,13,M,2,4,4,4
916,Flûte,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,L13,13,L,3,3,3,3
917,Flûte,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,L13,13,L,3,3,3,3
918,Flûte,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,L13,13,L,3,3,3,3
919,Flûte,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,L13,13,L,4,4,4,4
920,Flûte,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,L13,13,L,3,3,3,3
921,Flûte,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,L13,13,L,3,3,3,3
922,Flûte,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,L13,13,L,3,3,3,3
923,Flûte,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,L13,13,L,3,3,3,3
924,Flûte,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,L13,13,L,4,4,4,4
925,Flûte,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,L13,13,L,3,3,3,3
926,Flûte,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,L13,13,L,4,3,3,3
927,Flûte,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,L13,13,L,3,3,3,3
928,Flûte,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,L13,13,L,2,3,3,3
933,Flûte,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,L13,13,L,2,3,3,3
948,Flûte,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,L13,13,L,3,1,3,3
949,Flûte,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,L13,13,L,3,5,4,5
950,Flûte,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,L13,13,L,2,3,2,5
951,Flûte,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,L13,13,L,2,2,2,5
952,Flûte,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,L13,13,L,2,4,3,5
953,Flûte,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,L13,13,L,4,5,4,5
954,Flûte,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,L13,13,L,4,3,3,5
955,Flûte,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,L13,13,L,3,3,3,5
956,Flûte,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,L13,13,L,4,3,3,5
957,Flûte,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,L13,13,L,3,3,3,5
959,Flûte,Rav1,La Valse (RAVEL) - Configuration 1,L13,13,L,3,5,5,5
960,Flûte,Rav2,La Valse (RAVEL) - Configuration 2,L13,13,L,2,3,3,5
961,Flûte,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,L13,13,L,2,3,4,5
962,Flûte,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,L13,13,L,2,4,4,5
963,Flûte,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,L13,13,L,3,3,4,5
964,Flûte,Moz1,Symphonie n°41 (MOZART) - Configuration 1,L13,13,L,2,3,3,3
965,Flûte,Moz2,Symphonie n°41 (MOZART) - Configuration 2,L13,13,L,2,3,3,3
966,Flûte,Moz3,Symphonie n°41 (MOZART) - Configuration 3,L13,13,L,2,3,3,3
967,Flûte,Moz4,Symphonie n°41 (MOZART) - Configuration 4,L14,14,L,1,1,1,3
968,Flûte,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,L13,13,L,2,3,3,3
969,Flûte,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,L14,14,L,3,1,1,3
970,Flûte,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,L14,14,L,3,3,3,3
971,Flûte,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,L14,14,L,3,1,1,3
984,Flûte,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,L13,13,L,3,3,3,3
985,Flûte,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,L13,13,L,3,3,3,3
986,Flûte,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,L13,13,L,4,4,4,4
987,Flûte,Rav1,La Valse (RAVEL) - Configuration 1,L11,11,L,3,3,2,3
988,Flûte,Rav2,La Valse (RAVEL) - Configuration 2,L13,13,L,3,3,3,3
989,Flûte,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,L11,11,L,1,3,3,3
990,Flûte,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,L11,11,L,1,3,3,3
991,Flûte,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,L11,11,L,2,3,3,3
1000,Contrebasse,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,P12,12,P,3,3,4,4
1001,Contrebasse,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,F11,11,F,3,2,2,3
1002,Contrebasse,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,K7,7,K,3,4,4,4
1003,Contrebasse,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,K7,7,K,3,3,3,3
1004,Contrebasse,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,I8,8,I,2,2,2,3
1005,Contrebasse,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,P15,15,P,4,4,4,4
1006,Contrebasse,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,M6,6,M,3,3,3,2
1007,Contrebasse,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,O5,5,O,4,4,4,4
1008,Contrebasse,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,P10,10,P,4,4,4,4
1009,Contrebasse,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,G15,15,G,3,3,3,3
1010,Contrebasse,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,M6,6,M,3,3,4,3
1011,Contrebasse,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,N9,9,N,3,3,3,3
1012,Contrebasse,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,O9,9,O,4,4,4,4
1013,Contrebasse,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,O6,6,O,4,4,4,4
1014,Contrebasse,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,M6,6,M,4,4,4,4
1015,Contrebasse,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,F10,10,F,2,3,3,3
1016,Contrebasse,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,H6,6,H,3,3,3,3
1017,Contrebasse,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,F15,15,F,3,3,3,3
1018,Contrebasse,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,N8,8,N,4,3,3,3
1019,Contrebasse,Rav1,La Valse (RAVEL) - Configuration 1,N5,5,N,3,3,3,3
1020,Contrebasse,Rav2,La Valse (RAVEL) - Configuration 2,R16,16,R,4,4,4,4
1021,Contrebasse,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,O7,7,O,3,3,3,3
1022,Contrebasse,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,F10,10,F,2,3,3,3
1023,Contrebasse,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,N8,8,N,2,3,3,3
1035,Contrebasse,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,I13,13,I,3,3,3,3
1036,Contrebasse,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,O12,12,O,1,3,3,3
1037,Contrebasse,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,J9,9,J,1,3,3,3
1040,Contrebasse,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,G16,16,G,5,3,3,3
1041,Contrebasse,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,J9,9,J,3,3,3,3
1042,Contrebasse,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,I12,12,I,4,3,3,3
1043,Contrebasse,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,K10,10,K,2,3,3,3
1044,Contrebasse,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,I6,6,I,1,3,3,3
1045,Contrebasse,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,K10,10,K,1,3,3,3
1046,Contrebasse,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,F11,11,F,4,3,3,3
1047,Contrebasse,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,I9,9,I,3,3,3,3
1048,Contrebasse,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,H8,8,H,4,3,3,3
1049,Contrebasse,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,J10,10,J,3,3,3,3
1050,Contrebasse,Rav1,La Valse (RAVEL) - Configuration 1,K6,6,K,2,3,3,3
1051,Contrebasse,Rav2,La Valse (RAVEL) - Configuration 2,Q16,16,Q,3,3,3,3
1052,Contrebasse,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,H8,8,H,1,3,3,3
1053,Contrebasse,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,I15,15,I,1,3,3,3
1054,Contrebasse,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,G15,15,G,1,3,3,3
1055,Contrebasse,Moz1,Symphonie n°41 (MOZART) - Configuration 1,P17,17,P,2,2,3,3
